product_key,product_id,product_number,category_id,product_name,category,subcategory,maintenance,cost,product_line,start_day
232,492,FR-T98Y-60,CO_TF,HL Touring Frame - Yellow- 60,Components,Touring Frames,Yes,602,Touring,2013-07-01
233,467,GL-H102-L,CL_GL,Half-Finger Gloves- L,Clothing,Gloves,No,9,Other Sales,2013-07-01
234,465,GL-H102-M,CL_GL,Half-Finger Gloves- M,Clothing,Gloves,No,9,Other Sales,2013-07-01
235,463,GL-H102-S,CL_GL,Half-Finger Gloves- S,Clothing,Gloves,No,9,Other Sales,2013-07-01
236,398,HB-M243,CO_HB,LL Mountain Handlebars,Components,Handlebars,No,20,Mountain,2013-07-01
237,400,HB-M763,CO_HB,ML Mountain Handlebars,Components,Handlebars,No,27,Mountain,2013-07-01
238,402,HB-M918,CO_HB,HL Mountain Handlebars,Components,Handlebars,No,53,Mountain,2013-07-01
239,404,HB-R504,CO_HB,LL Road Handlebars,Components,Handlebars,No,20,Road,2013-07-01
240,406,HB-R720,CO_HB,ML Road Handlebars,Components,Handlebars,No,27,Road,2013-07-01
241,408,HB-R956,CO_HB,HL Road Handlebars,Components,Handlebars,No,53,Road,2013-07-01
242,553,HB-T721,CO_HB,LL Touring Handlebars,Components,Handlebars,No,20,Touring,2013-07-01
243,554,HB-T928,CO_HB,HL Touring Handlebars,Components,Handlebars,No,41,Touring,2013-07-01
244,217,HL-U509,AC_HE,Sport-100 Helmet- Black,Accessories,Helmets,Yes,13,Other Sales,2013-07-01
245,222,HL-U509-B,AC_HE,Sport-100 Helmet- Blue,Accessories,Helmets,Yes,13,Other Sales,2013-07-01
246,214,HL-U509-R,AC_HE,Sport-100 Helmet- Red,Accessories,Helmets,Yes,13,Other Sales,2013-07-01
247,487,HY-1023-70,AC_HP,Hydration Pack - 70 oz.,Accessories,Hydration Packs,No,21,Other Sales,2013-07-01
248,234,LJ-0192-L,CL_JE,Long-Sleeve Logo Jersey- L,Clothing,Jerseys,No,38,Other Sales,2013-07-01
249,231,LJ-0192-M,CL_JE,Long-Sleeve Logo Jersey- M,Clothing,Jerseys,No,38,Other Sales,2013-07-01
250,228,LJ-0192-S,CL_JE,Long-Sleeve Logo Jersey- S,Clothing,Jerseys,No,38,Other Sales,2013-07-01
251,237,LJ-0192-X,CL_JE,Long-Sleeve Logo Jersey- XL,Clothing,Jerseys,No,38,Other Sales,2013-07-01
252,542,PD-M282,CO_PE,LL Mountain Pedal,,,,18,Mountain,2013-07-01
253,543,PD-M340,CO_PE,ML Mountain Pedal,,,,28,Mountain,2013-07-01
254,544,PD-M562,CO_PE,HL Mountain Pedal,,,,36,Mountain,2013-07-01
255,545,PD-R347,CO_PE,LL Road Pedal,,,,18,Road,2013-07-01
256,546,PD-R563,CO_PE,ML Road Pedal,,,,28,Road,2013-07-01
257,547,PD-R853,CO_PE,HL Road Pedal,,,,36,Road,2013-07-01
258,548,PD-T852,CO_PE,Touring Pedal,,,,36,Touring,2013-07-01
259,480,PK-7098,AC_TT,Patch Kit/8 Patches,Accessories,Tires and Tubes,Yes,1,Other Sales,2013-07-01
260,483,RA-H123,AC_BR,Hitch Rack - 4-Bike,Accessories,Bike Racks,Yes,45,Other Sales,2013-07-01
261,514,RB-9231,CO_BR,Rear Brakes,Components,Brakes,Yes,47,n/a,2013-07-01
262,501,RD-2308,CO_DE,Rear Derailleur,Components,Derailleurs,Yes,54,n/a,2013-07-01
263,515,SE-M236,CO_SA,LL Mountain Seat/Saddle,Components,Saddles,No,12,Mountain,2013-07-01
264,516,SE-M798,CO_SA,ML Mountain Seat/Saddle,Components,Saddles,No,17,Mountain,2013-07-01
265,517,SE-M940,CO_SA,HL Mountain Seat/Saddle,Components,Saddles,No,23,Mountain,2013-07-01
266,518,SE-R581,CO_SA,LL Road Seat/Saddle,Components,Saddles,No,12,Road,2013-07-01
267,519,SE-R908,CO_SA,ML Road Seat/Saddle,Components,Saddles,No,17,Touring,2013-07-01
268,520,SE-R995,CO_SA,HL Road Seat/Saddle,Components,Saddles,No,23,Road,2013-07-01
269,521,SE-T312,CO_SA,LL Touring Seat/Saddle,Components,Saddles,No,12,Touring,2013-07-01
270,522,SE-T762,CO_SA,ML Touring Seat/Saddle,Components,Saddles,No,17,Touring,2013-07-01
271,523,SE-T924,CO_SA,HL Touring Seat/Saddle,Components,Saddles,No,23,Touring,2013-07-01
272,476,SH-W890-L,CL_SH,"Women's Mountain Shorts- L",Clothing,Shorts,No,26,Mountain,2013-07-01
273,475,SH-W890-M,CL_SH,"Women's Mountain Shorts- M",Clothing,Shorts,No,26,Mountain,2013-07-01
274,474,SH-W890-S,CL_SH,"Women's Mountain Shorts- S",Clothing,Shorts,No,26,Mountain,2013-07-01
275,490,SJ-0194-L,CL_JE,Short-Sleeve Classic Jersey- L,Clothing,Jerseys,No,42,Other Sales,2013-07-01
276,489,SJ-0194-M,CL_JE,Short-Sleeve Classic Jersey- M,Clothing,Jerseys,No,42,Other Sales,2013-07-01
277,488,SJ-0194-S,CL_JE,Short-Sleeve Classic Jersey- S,Clothing,Jerseys,No,42,Other Sales,2013-07-01
278,491,SJ-0194-X,CL_JE,Short-Sleeve Classic Jersey- XL,Clothing,Jerseys,No,42,Other Sales,2013-07-01
279,482,SO-R809-L,CL_SO,Racing Socks- L,Clothing,Socks,No,3,Road,2013-07-01
280,481,SO-R809-M,CL_SO,Racing Socks- M,Clothing,Socks,No,3,Road,2013-07-01
281,486,ST-1401,AC_BS,All-Purpose Bike Stand,Accessories,Bike Stands,No,59,Mountain,2013-07-01
282,535,TI-M267,AC_TT,LL Mountain Tire,Accessories,Tires and Tubes,Yes,9,Mountain,2013-07-01
283,536,TI-M602,AC_TT,ML Mountain Tire,Accessories,Tires and Tubes,Yes,11,Mountain,2013-07-01
284,537,TI-M823,AC_TT,HL Mountain Tire,Accessories,Tires and Tubes,Yes,13,Mountain,2013-07-01
285,538,TI-R092,AC_TT,LL Road Tire,Accessories,Tires and Tubes,Yes,8,Road,2013-07-01
286,539,TI-R628,AC_TT,ML Road Tire,Accessories,Tires and Tubes,Yes,9,Road,2013-07-01
287,540,TI-R982,AC_TT,HL Road Tire,Accessories,Tires and Tubes,Yes,12,Road,2013-07-01
288,541,TI-T723,AC_TT,Touring Tire,Accessories,Tires and Tubes,Yes,11,Touring,2013-07-01
289,528,TT-M928,AC_TT,Mountain Tire Tube,Accessories,Tires and Tubes,Yes,2,Mountain,2013-07-01
290,529,TT-R982,AC_TT,Road Tire Tube,Accessories,Tires and Tubes,Yes,1,Road,2013-07-01
291,530,TT-T092,AC_TT,Touring Tire Tube,Accessories,Tires and Tubes,Yes,2,Touring,2013-07-01
292,473,VE-C304-L,CL_VE,Classic Vest- L,Clothing,Vests,No,24,Other Sales,2013-07-01
293,472,VE-C304-M,CL_VE,Classic Vest- M,Clothing,Vests,No,24,Other Sales,2013-07-01
294,471,VE-C304-S,CL_VE,Classic Vest- S,Clothing,Vests,No,24,Other Sales,2013-07-01
295,477,WB-H098,AC_BC,Water Bottle - 30 oz.,Accessories,Bottles and Cages,No,2,Other Sales,2013-07-01
